,No,Lat,Long,geometry,EDHLTH_WAC_SCALED,EMP_RAC_SCALED,LEISER_WAC_SCALED,RETAIL_WAC_SCALED,index_right,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Population,Pop per Ar,HH_Units,Bachelor's,Median Inc,All Degree,Public Tra
51,51,-84.4113,37.996,POINT (-84.4113 37.996),46.43441982,4234.423838000001,51.99063671,1371.4708890000002,409,21,067,003913,1,2147483647,Block Group 1,G5030,S,1295236,27939,+37.9926057,-084.4122325,1860.0,0.001436032,677.0,913.0,124568,451.0,0.0
90,90,-84.4141,37.9906,POINT (-84.4141 37.9906),13.69872704,3272.965825,25.49560243,3.91392201,409,21,067,003913,1,2147483647,Block Group 1,G5030,S,1295236,27939,+37.9926057,-084.4122325,1860.0,0.001436032,677.0,913.0,124568,451.0,0.0
91,91,-84.4141,37.9933,POINT (-84.4141 37.9933),17.69221122,4283.608752,16.96283814,5.054917491,409,21,067,003913,1,2147483647,Block Group 1,G5030,S,1295236,27939,+37.9926057,-084.4122325,1860.0,0.001436032,677.0,913.0,124568,451.0,0.0
92,92,-84.4141,37.996,POINT (-84.4141 37.996),10.43237057,4220.096861999999,86.58748102,218.74567969999998,409,21,067,003913,1,2147483647,Block Group 1,G5030,S,1295236,27939,+37.9926057,-084.4122325,1860.0,0.001436032,677.0,913.0,124568,451.0,0.0
131,131,-84.4168,37.9906,POINT (-84.41679999999999 37.9906),5.939220581,2461.6404850000004,30.96519907,1.696920166,409,21,067,003913,1,2147483647,Block Group 1,G5030,S,1295236,27939,+37.9926057,-084.4122325,1860.0,0.001436032,677.0,913.0,124568,451.0,0.0
132,132,-84.4168,37.9933,POINT (-84.41679999999999 37.9933),8.22166151,3331.718568,29.81246024,2.349046146,409,21,067,003913,1,2147483647,Block Group 1,G5030,S,1295236,27939,+37.9926057,-084.4122325,1860.0,0.001436032,677.0,913.0,124568,451.0,0.0
172,172,-84.4196,37.9906,POINT (-84.4196 37.9906),0.488923445,1566.133176,33.57957312,0.13969241300000002,409,21,067,003913,1,2147483647,Block Group 1,G5030,S,1295236,27939,+37.9926057,-084.4122325,1860.0,0.001436032,677.0,913.0,124568,451.0,0.0
173,173,-84.4196,37.9933,POINT (-84.4196 37.9933),0.9301939709999999,2121.122348,27.25484041,0.265769706,409,21,067,003913,1,2147483647,Block Group 1,G5030,S,1295236,27939,+37.9926057,-084.4122325,1860.0,0.001436032,677.0,913.0,124568,451.0,0.0
213,213,-84.4223,37.9906,POINT (-84.42230000000001 37.9906),0.0,833.8733381,19.14628239,0.0,409,21,067,003913,1,2147483647,Block Group 1,G5030,S,1295236,27939,+37.9926057,-084.4122325,1860.0,0.001436032,677.0,913.0,124568,451.0,0.0
11,11,-84.4086,37.9987,POINT (-84.40860000000001 37.9987),48.74526506,4318.0382469999995,50.27922657,1921.617989,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
52,52,-84.4113,37.9987,POINT (-84.4113 37.9987),36.21613049,3697.366862,162.7192124,1466.7899539999999,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
53,53,-84.4113,38.0014,POINT (-84.4113 38.0014),34.00771451,3613.5751960000002,177.57425869999997,105.40775740000001,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
93,93,-84.4141,37.9987,POINT (-84.4141 37.9987),5.589110241,3539.9937170000003,272.7132122,184.2242203,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
94,94,-84.4141,38.0014,POINT (-84.4141 38.0014),0.19301887399999998,3029.53228,329.63546139999994,59.16126182,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
133,133,-84.4168,37.996,POINT (-84.41679999999999 37.996),2.532434763,4191.577333,71.92941206,2.1622544830000003,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
134,134,-84.4168,37.9987,POINT (-84.41679999999999 37.9987),0.0,3894.48392,256.0946898,11.62059679,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
135,135,-84.4168,38.0014,POINT (-84.41679999999999 38.0014),0.0,3211.727698,367.42053730000003,19.99447503,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
136,136,-84.4168,38.0042,POINT (-84.41679999999999 38.0042),10.76265138,3047.0145260000004,231.25509790000004,12.61391443,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
174,174,-84.4196,37.996,POINT (-84.4196 37.996),0.0,3159.294962,31.71481367,0.110918272,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
175,175,-84.4196,37.9987,POINT (-84.4196 37.9987),0.0,3701.3819869999998,169.3176867,7.864722335,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
176,176,-84.4196,38.0014,POINT (-84.4196 38.0014),0.0,3550.145379,325.8853587,15.78218782,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
177,177,-84.4196,38.0042,POINT (-84.4196 38.0042),0.950098867,3742.0107359999997,300.5018005,15.43053674,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
214,214,-84.4223,37.9933,POINT (-84.42230000000001 37.9933),0.0,1003.3210300000001,13.06367585,0.0,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
215,215,-84.4223,37.996,POINT (-84.42230000000001 37.996),0.0,1719.842355,9.355883008,0.0,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
216,216,-84.4223,37.9987,POINT (-84.42230000000001 37.9987),0.0,2384.775255,72.45766263,2.755844963,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
217,217,-84.4223,38.0014,POINT (-84.42230000000001 38.0014),3.527493353,3347.871159,240.3581909,39.51509897,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
218,218,-84.4223,38.0042,POINT (-84.42230000000001 38.0042),8.96933925,4916.115203,340.1195534,88.84662709,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
254,254,-84.425,37.9906,POINT (-84.425 37.9906),0.0,427.91438,4.372253832,0.0,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
255,255,-84.425,37.9933,POINT (-84.425 37.9933),0.0,370.52279120000003,0.8198596779999999,0.0,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
256,256,-84.425,37.996,POINT (-84.425 37.996),0.0,768.6998907999999,0.0,0.0,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
257,257,-84.425,37.9987,POINT (-84.425 37.9987),0.010154647,1040.3695400000001,0.762130649,0.09393048300000001,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
258,258,-84.425,38.0014,POINT (-84.425 38.0014),9.259763778,2763.296787,97.41414245,85.65896969,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
295,295,-84.4278,37.9906,POINT (-84.4278 37.9906),0.0,340.45182819999997,0.0,0.0,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
296,296,-84.4278,37.9933,POINT (-84.4278 37.9933),0.0,309.5859262,0.0,0.0,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
297,297,-84.4278,37.996,POINT (-84.4278 37.996),0.0,339.88811699999997,0.0,0.0,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
298,298,-84.4278,37.9987,POINT (-84.4278 37.9987),0.0,339.8759506,0.0,0.0,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
299,299,-84.4278,38.0014,POINT (-84.4278 38.0014),82.16363974,2757.272806,6.410438967999999,104.9424539,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
336,336,-84.4305,37.9906,POINT (-84.43049999999999 37.9906),13.72279743,422.0811244,0.347412593,0.347412593,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
337,337,-84.4305,37.9933,POINT (-84.43049999999999 37.9933),0.0,533.6490898,0.0,0.0,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
338,338,-84.4305,37.996,POINT (-84.43049999999999 37.996),0.0,510.5576735,0.0,0.0,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
339,339,-84.4305,37.9987,POINT (-84.43049999999999 37.9987),388.0954149,471.316763,0.374089897,6.9206630879999995,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
340,340,-84.4305,38.0014,POINT (-84.43049999999999 38.0014),778.5288742,2651.927131,4.453704022,82.39352441,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
380,380,-84.4333,37.9987,POINT (-84.4333 37.9987),1465.306607,515.9673025000001,0.0,0.0,1600,21,067,003912,2,2147483647,Block Group 2,G5030,S,2172139,123099,+37.9961830,-084.4186376,1802.0,0.000829597,781.0,746.0,68672,335.0,0.0
12,12,-84.4086,38.0014,POINT (-84.40860000000001 38.0014),40.38225437,4583.676105,45.69975724,428.334767,394,21,067,003906,2,2147483647,Block Group 2,G5030,S,1315562,0,+38.0030579,-084.4069319,2169.0,0.001648725,925.0,885.0,84653,346.0,0.0
13,13,-84.4086,38.0042,POINT (-84.40860000000001 38.0042),7.30472228,4026.033446,0.0,51.80230287,394,21,067,003906,2,2147483647,Block Group 2,G5030,S,1315562,0,+38.0030579,-084.4069319,2169.0,0.001648725,925.0,885.0,84653,346.0,0.0
14,14,-84.4086,38.0069,POINT (-84.40860000000001 38.0069),21.34308362,3292.3706850000003,0.0,0.0,394,21,067,003906,2,2147483647,Block Group 2,G5030,S,1315562,0,+38.0030579,-084.4069319,2169.0,0.001648725,925.0,885.0,84653,346.0,0.0
54,54,-84.4113,38.0042,POINT (-84.4113 38.0042),1.97213705,3061.8802530000003,51.29834837,67.37311647,394,21,067,003906,2,2147483647,Block Group 2,G5030,S,1315562,0,+38.0030579,-084.4069319,2169.0,0.001648725,925.0,885.0,84653,346.0,0.0
55,55,-84.4113,38.0069,POINT (-84.4113 38.0069),2.761584245,2606.518255,0.0,13.37301118,394,21,067,003906,2,2147483647,Block Group 2,G5030,S,1315562,0,+38.0030579,-084.4069319,2169.0,0.001648725,925.0,885.0,84653,346.0,0.0
95,95,-84.4141,38.0042,POINT (-84.4141 38.0042),10.08738488,2940.801534,144.8388415,48.40572573,394,21,067,003906,2,2147483647,Block Group 2,G5030,S,1315562,0,+38.0030579,-084.4069319,2169.0,0.001648725,925.0,885.0,84653,346.0,0.0
15,15,-84.4086,38.0096,POINT (-84.40860000000001 38.0096),5.437637546,3177.474699,3.502517526,2.269853607,393,21,067,003906,1,2147483647,Block Group 1,G5030,S,1774597,0,+38.0132307,-084.4133282,1875.0,0.001056578,783.0,780.0,71667,376.0,0.0
16,16,-84.4086,38.0123,POINT (-84.40860000000001 38.0123),5.945522079,3734.7389729999995,8.834648697,37.22933311,393,21,067,003906,1,2147483647,Block Group 1,G5030,S,1774597,0,+38.0132307,-084.4133282,1875.0,0.001056578,783.0,780.0,71667,376.0,0.0
17,17,-84.4086,38.015,POINT (-84.40860000000001 38.015),1.542703675,3905.4152,12.92768592,63.28316782,393,21,067,003906,1,2147483647,Block Group 1,G5030,S,1774597,0,+38.0132307,-084.4133282,1875.0,0.001056578,783.0,780.0,71667,376.0,0.0
18,18,-84.4086,38.0178,POINT (-84.40860000000001 38.0178),3.1272006560000003,3694.068611,44.13038712,63.40538396,393,21,067,003906,1,2147483647,Block Group 1,G5030,S,1774597,0,+38.0132307,-084.4133282,1875.0,0.001056578,783.0,780.0,71667,376.0,0.0
56,56,-84.4113,38.0096,POINT (-84.4113 38.0096),5.221255717,3062.254863,3.124253065,0.0,393,21,067,003906,1,2147483647,Block Group 1,G5030,S,1774597,0,+38.0132307,-084.4133282,1875.0,0.001056578,783.0,780.0,71667,376.0,0.0
57,57,-84.4113,38.0123,POINT (-84.4113 38.0123),5.646540711,4360.796857,5.887192569,5.482031202999999,393,21,067,003906,1,2147483647,Block Group 1,G5030,S,1774597,0,+38.0132307,-084.4133282,1875.0,0.001056578,783.0,780.0,71667,376.0,0.0
58,58,-84.4113,38.015,POINT (-84.4113 38.015),2.003913766,3939.691025,182.2487518,69.23810569,393,21,067,003906,1,2147483647,Block Group 1,G5030,S,1774597,0,+38.0132307,-084.4133282,1875.0,0.001056578,783.0,780.0,71667,376.0,0.0
59,59,-84.4113,38.0178,POINT (-84.4113 38.0178),1.54375471,2409.6353059999997,3168.319898,639.4779116000001,393,21,067,003906,1,2147483647,Block Group 1,G5030,S,1774597,0,+38.0132307,-084.4133282,1875.0,0.001056578,783.0,780.0,71667,376.0,0.0
60,60,-84.4113,38.0205,POINT (-84.4113 38.0205),78.58064244,1674.869963,2899.371037,1348.649423,393,21,067,003906,1,2147483647,Block Group 1,G5030,S,1774597,0,+38.0132307,-084.4133282,1875.0,0.001056578,783.0,780.0,71667,376.0,0.0
96,96,-84.4141,38.0069,POINT (-84.4141 38.0069),10.76265138,2828.6676239999997,0.105685276,0.005764651,393,21,067,003906,1,2147483647,Block Group 1,G5030,S,1774597,0,+38.0132307,-084.4133282,1875.0,0.001056578,783.0,780.0,71667,376.0,0.0
97,97,-84.4141,38.0096,POINT (-84.4141 38.0096),6.583393131,3085.967415,1.813000289,0.0,393,21,067,003906,1,2147483647,Block Group 1,G5030,S,1774597,0,+38.0132307,-084.4133282,1875.0,0.001056578,783.0,780.0,71667,376.0,0.0
98,98,-84.4141,38.0123,POINT (-84.4141 38.0123),4.4563769980000005,3501.581811,235.159809,136.6058734,393,21,067,003906,1,2147483647,Block Group 1,G5030,S,1774597,0,+38.0132307,-084.4133282,1875.0,0.001056578,783.0,780.0,71667,376.0,0.0
99,99,-84.4141,38.015,POINT (-84.4141 38.015),2.282249631,3058.379899,2117.448539,493.51998399999997,393,21,067,003906,1,2147483647,Block Group 1,G5030,S,1774597,0,+38.0132307,-084.4133282,1875.0,0.001056578,783.0,780.0,71667,376.0,0.0
100,100,-84.4141,38.0178,POINT (-84.4141 38.0178),80.42007144,1380.202923,6526.878267,2384.659168,393,21,067,003906,1,2147483647,Block Group 1,G5030,S,1774597,0,+38.0132307,-084.4133282,1875.0,0.001056578,783.0,780.0,71667,376.0,0.0
101,101,-84.4141,38.0205,POINT (-84.4141 38.0205),368.6982738,131.71720349999998,6309.146352000001,3996.5524100000002,393,21,067,003906,1,2147483647,Block Group 1,G5030,S,1774597,0,+38.0132307,-084.4133282,1875.0,0.001056578,783.0,780.0,71667,376.0,0.0
137,137,-84.4168,38.0069,POINT (-84.41679999999999 38.0069),10.76265138,2941.5653620000003,58.90339225,15.87473992,393,21,067,003906,1,2147483647,Block Group 1,G5030,S,1774597,0,+38.0132307,-084.4133282,1875.0,0.001056578,783.0,780.0,71667,376.0,0.0
138,138,-84.4168,38.0096,POINT (-84.41679999999999 38.0096),7.723348102999999,3066.9389690000003,5.208904606,184.2151133,393,21,067,003906,1,2147483647,Block Group 1,G5030,S,1774597,0,+38.0132307,-084.4133282,1875.0,0.001056578,783.0,780.0,71667,376.0,0.0
139,139,-84.4168,38.0123,POINT (-84.41679999999999 38.0123),4.303476146,2765.928973,417.1681182,856.3900796,393,21,067,003906,1,2147483647,Block Group 1,G5030,S,1774597,0,+38.0132307,-084.4133282,1875.0,0.001056578,783.0,780.0,71667,376.0,0.0
140,140,-84.4168,38.015,POINT (-84.41679999999999 38.015),6.4563679920000006,1798.854934,3584.3996079999997,2306.238576,393,21,067,003906,1,2147483647,Block Group 1,G5030,S,1774597,0,+38.0132307,-084.4133282,1875.0,0.001056578,783.0,780.0,71667,376.0,0.0
141,141,-84.4168,38.0178,POINT (-84.41679999999999 38.0178),137.445358,385.1367463,9558.290495000001,3696.392679,393,21,067,003906,1,2147483647,Block Group 1,G5030,S,1774597,0,+38.0132307,-084.4133282,1875.0,0.001056578,783.0,780.0,71667,376.0,0.0
178,178,-84.4196,38.0069,POINT (-84.4196 38.0069),2.755812764,3682.3907729999996,521.6530349999999,160.3912936,393,21,067,003906,1,2147483647,Block Group 1,G5030,S,1774597,0,+38.0132307,-084.4133282,1875.0,0.001056578,783.0,780.0,71667,376.0,0.0
179,179,-84.4196,38.0096,POINT (-84.4196 38.0096),67.06307069,3504.954365,3250.71921,486.2277976,393,21,067,003906,1,2147483647,Block Group 1,G5030,S,1774597,0,+38.0132307,-084.4133282,1875.0,0.001056578,783.0,780.0,71667,376.0,0.0
180,180,-84.4196,38.0123,POINT (-84.4196 38.0123),187.9006644,2861.326946,2756.9859539999998,1604.151073,393,21,067,003906,1,2147483647,Block Group 1,G5030,S,1774597,0,+38.0132307,-084.4133282,1875.0,0.001056578,783.0,780.0,71667,376.0,0.0
181,181,-84.4196,38.015,POINT (-84.4196 38.015),414.5929815,1490.5709359999998,3830.441664,2080.317258,393,21,067,003906,1,2147483647,Block Group 1,G5030,S,1774597,0,+38.0132307,-084.4133282,1875.0,0.001056578,783.0,780.0,71667,376.0,0.0
19,19,-84.4086,38.0205,POINT (-84.40860000000001 38.0205),7.851973742,4926.364051,50.54980192,53.81543427,1384,21,067,003914,1,2147483647,Block Group 1,G5030,S,305662,0,+38.0215393,-084.4075007,885.0,0.002895355,384.0,173.0,34250,42.0,49.0
20,20,-84.4086,38.0232,POINT (-84.40860000000001 38.0232),9.273073596,4374.097563,0.0,2.9234535939999997,1384,21,067,003914,1,2147483647,Block Group 1,G5030,S,305662,0,+38.0215393,-084.4075007,885.0,0.002895355,384.0,173.0,34250,42.0,49.0
21,21,-84.4086,38.0259,POINT (-84.40860000000001 38.0259),6.461532513,2105.762945,0.0,5.397757876,994,21,067,003917,3,2147483647,Block Group 3,G5030,S,765318,0,+38.0278001,-084.4093430,0.0,0.0,15.0,0.0,-,0.0,0.0
22,22,-84.4086,38.0286,POINT (-84.40860000000001 38.0286),0.0,0.696653738,0.0,0.0,994,21,067,003917,3,2147483647,Block Group 3,G5030,S,765318,0,+38.0278001,-084.4093430,0.0,0.0,15.0,0.0,-,0.0,0.0
23,23,-84.4086,38.0314,POINT (-84.40860000000001 38.0314),0.0,6.582147282,0.0,0.0,994,21,067,003917,3,2147483647,Block Group 3,G5030,S,765318,0,+38.0278001,-084.4093430,0.0,0.0,15.0,0.0,-,0.0,0.0
24,24,-84.4086,38.0341,POINT (-84.40860000000001 38.0341),0.0,12.93006979,0.0,0.0,994,21,067,003917,3,2147483647,Block Group 3,G5030,S,765318,0,+38.0278001,-084.4093430,0.0,0.0,15.0,0.0,-,0.0,0.0
61,61,-84.4113,38.0232,POINT (-84.4113 38.0232),110.4922377,1281.6960210000002,837.9461886,1139.177037,994,21,067,003917,3,2147483647,Block Group 3,G5030,S,765318,0,+38.0278001,-084.4093430,0.0,0.0,15.0,0.0,-,0.0,0.0
62,62,-84.4113,38.0259,POINT (-84.4113 38.0259),8.020765208,164.72490249999998,10.06350326,51.75515964,994,21,067,003917,3,2147483647,Block Group 3,G5030,S,765318,0,+38.0278001,-084.4093430,0.0,0.0,15.0,0.0,-,0.0,0.0
63,63,-84.4113,38.0286,POINT (-84.4113 38.0286),0.0,0.0,0.0,0.0,994,21,067,003917,3,2147483647,Block Group 3,G5030,S,765318,0,+38.0278001,-084.4093430,0.0,0.0,15.0,0.0,-,0.0,0.0
64,64,-84.4113,38.0314,POINT (-84.4113 38.0314),0.0,0.10999251300000001,0.0,0.0,994,21,067,003917,3,2147483647,Block Group 3,G5030,S,765318,0,+38.0278001,-084.4093430,0.0,0.0,15.0,0.0,-,0.0,0.0
103,103,-84.4141,38.0259,POINT (-84.4141 38.0259),325.3467447,0.0,437.471894,2249.855455,994,21,067,003917,3,2147483647,Block Group 3,G5030,S,765318,0,+38.0278001,-084.4093430,0.0,0.0,15.0,0.0,-,0.0,0.0
25,25,-84.4086,38.0368,POINT (-84.40860000000001 38.0368),0.0,16.67470208,0.0,0.0,995,21,067,003916,1,2147483647,Block Group 1,G5030,S,901141,0,+38.0341790,-084.4033089,10.0,1.1097e-05,5.0,0.0,-,0.0,5.0
26,26,-84.4086,38.0395,POINT (-84.40860000000001 38.0395),0.0,17.400345,0.0,0.0,1513,21,067,003918,2,2147483647,Block Group 2,G5030,S,85005016,334413,+38.0011891,-084.3468751,1880.0,2.21163e-05,738.0,578.0,80625,232.0,7.0
27,27,-84.4086,38.0422,POINT (-84.40860000000001 38.0422),0.0,13.27533172,0.0,0.0,1513,21,067,003918,2,2147483647,Block Group 2,G5030,S,85005016,334413,+38.0011891,-084.3468751,1880.0,2.21163e-05,738.0,578.0,80625,232.0,7.0
28,28,-84.4086,38.045,POINT (-84.40860000000001 38.045),0.0,10.79173358,0.0,0.0,1513,21,067,003918,2,2147483647,Block Group 2,G5030,S,85005016,334413,+38.0011891,-084.3468751,1880.0,2.21163e-05,738.0,578.0,80625,232.0,7.0
29,29,-84.4086,38.0477,POINT (-84.40860000000001 38.0477),0.0,12.7876196,0.0,0.0,1513,21,067,003918,2,2147483647,Block Group 2,G5030,S,85005016,334413,+38.0011891,-084.3468751,1880.0,2.21163e-05,738.0,578.0,80625,232.0,7.0
30,30,-84.4086,38.0504,POINT (-84.40860000000001 38.0504),0.0,12.26494474,0.0,0.0,1513,21,067,003918,2,2147483647,Block Group 2,G5030,S,85005016,334413,+38.0011891,-084.3468751,1880.0,2.21163e-05,738.0,578.0,80625,232.0,7.0
31,31,-84.4086,38.0531,POINT (-84.40860000000001 38.0531),0.0,11.5587839,0.0,0.0,1513,21,067,003918,2,2147483647,Block Group 2,G5030,S,85005016,334413,+38.0011891,-084.3468751,1880.0,2.21163e-05,738.0,578.0,80625,232.0,7.0
32,32,-84.4086,38.0558,POINT (-84.40860000000001 38.0558),0.0,10.72086104,0.0,0.0,1513,21,067,003918,2,2147483647,Block Group 2,G5030,S,85005016,334413,+38.0011891,-084.3468751,1880.0,2.21163e-05,738.0,578.0,80625,232.0,7.0
33,33,-84.4086,38.0586,POINT (-84.40860000000001 38.0586),0.0,6.909008922000001,0.0,0.0,1513,21,067,003918,2,2147483647,Block Group 2,G5030,S,85005016,334413,+38.0011891,-084.3468751,1880.0,2.21163e-05,738.0,578.0,80625,232.0,7.0
68,68,-84.4113,38.0422,POINT (-84.4113 38.0422),0.0,65.37651218,0.0,0.0,1513,21,067,003918,2,2147483647,Block Group 2,G5030,S,85005016,334413,+38.0011891,-084.3468751,1880.0,2.21163e-05,738.0,578.0,80625,232.0,7.0
69,69,-84.4113,38.045,POINT (-84.4113 38.045),0.0,77.76712426,0.0,0.0,1513,21,067,003918,2,2147483647,Block Group 2,G5030,S,85005016,334413,+38.0011891,-084.3468751,1880.0,2.21163e-05,738.0,578.0,80625,232.0,7.0
70,70,-84.4113,38.0477,POINT (-84.4113 38.0477),0.0,78.51250315,0.0,0.0,1513,21,067,003918,2,2147483647,Block Group 2,G5030,S,85005016,334413,+38.0011891,-084.3468751,1880.0,2.21163e-05,738.0,578.0,80625,232.0,7.0
71,71,-84.4113,38.0504,POINT (-84.4113 38.0504),0.0,79.73106392,0.0,0.0,1513,21,067,003918,2,2147483647,Block Group 2,G5030,S,85005016,334413,+38.0011891,-084.3468751,1880.0,2.21163e-05,738.0,578.0,80625,232.0,7.0
72,72,-84.4113,38.0531,POINT (-84.4113 38.0531),0.0,49.65275796,0.0,0.0,1513,21,067,003918,2,2147483647,Block Group 2,G5030,S,85005016,334413,+38.0011891,-084.3468751,1880.0,2.21163e-05,738.0,578.0,80625,232.0,7.0
73,73,-84.4113,38.0558,POINT (-84.4113 38.0558),0.0,15.64642211,0.0,0.0,1513,21,067,003918,2,2147483647,Block Group 2,G5030,S,85005016,334413,+38.0011891,-084.3468751,1880.0,2.21163e-05,738.0,578.0,80625,232.0,7.0
74,74,-84.4113,38.0586,POINT (-84.4113 38.0586),0.0,5.7462485029999995,0.0,0.0,1513,21,067,003918,2,2147483647,Block Group 2,G5030,S,85005016,334413,+38.0011891,-084.3468751,1880.0,2.21163e-05,738.0,578.0,80625,232.0,7.0
